,Date,Time,TxnCode,OfficeID,Country,Origin,Destination,RoundTrip,NbSegments,Seg1Departure,Seg1Arrival,Seg1Date,Seg1Carrier,Seg1BookingCode,Seg2Departure,Seg2Arrival,Seg2Date,Seg2Carrier,Seg2BookingCode,Seg3Departure,Seg3Arrival,Seg3Date,Seg3Carrier,Seg3BookingCode,Seg4Departure,Seg4Arrival,Seg4Date,Seg4Carrier,Seg4BookingCode,Seg5Departure,Seg5Arrival,Seg5Date,Seg5Carrier,Seg5BookingCode,Seg6Departure,Seg6Arrival,Seg6Date,Seg6Carrier,Seg6BookingCode,From,IsPublishedForNeg,IsFromInternet,IsFromVista,TerminalID,InternetOffice,booked
326937,2013-11-23,11:21:09,CAL,314d2613218289efc5aec20eef9619f4,GB,LHR,CMB,1.0,2.0,LHR,CMB,2014-01-27,JJ,,CMB,LHR,2014-02-16,JJ,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
326949,2013-11-23,20:36:28,MPT,35599658cb6dc336c568f05c42a570b6,US,MSP,CUN,1.0,2.0,MSP,CUN,2014-03-07,,,CUN,MSP,2014-03-16,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
326979,2013-11-23,21:54:15,MPT,8b4fa4e121637f583bfa86ef0fa26c9e,US,JFK,MBJ,0.0,1.0,JFK,MBJ,2013-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
326980,2013-11-23,22:37:25,MPT,3c28d84b4edf9000ebd5071c7bf37912,DE,DUS,MIA,1.0,2.0,DUS,MIA,2014-02-01,,,MIA,DUS,2014-02-14,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
327041,2013-11-24,11:57:26,FFP,e17b17bed0aec2b2f737abba829fa114,DE,TXL,FRA,0.0,1.0,TXL,FRA,2013-12-22,KL,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
327111,2013-11-24,10:02:39,FXR,dc9902e3ffe25e1c9c84f3c13cc5a391,US,PHL,LAX,1.0,4.0,PHL,SFO,2013-12-04,FK,F,SFO,LAX,2013-12-04,FK,F,LAX,CLE,2013-12-11,FK,F,CLE,PHL,2013-12-12,FK,Y,,,,,,,,,,,1ASI,0,0,0,97f825a4a6f2c096d3a62cec3f560cc2,0,1.0
327176,2013-11-24,13:53:34,MPT,bec61f55c64b17158ab8f074602fe0ca,US,IAD,MNL,1.0,2.0,IAD,MNL,2014-05-12,,,MNL,IAD,2014-05-27,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
327252,2013-11-24,10:11:55,FXP,0d08e166be8ad90b4a70eb380ed9baad,LY,TIP,TUN,1.0,2.0,TIP,TUN,2013-11-25,VX,C,TUN,TIP,2013-11-25,VX,C,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,997952ad26f74ea6f84b6fac683aec2f,0,1.0
327304,2013-11-24,20:01:42,MPT,788e52ddaa551032c69ba37cc316233f,FR,BKK,HKT,0.0,1.0,BKK,HKT,2013-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
327307,2013-11-24,10:09:42,CCP,9c9df18bf718941b318a142a3bb5ed7b,AU,SYD,MEL,0.0,1.0,SYD,MEL,2013-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
327510,2013-11-24,09:19:55,FFP,e17b17bed0aec2b2f737abba829fa114,DE,CPH,AGP,1.0,2.0,CPH,AGP,2014-01-04,KL,,AGP,CPH,2014-01-07,KL,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
327511,2013-11-24,13:20:16,FCP,3565e31495ecfd46fa018339d20382b1,SA,RUH,MED,0.0,1.0,RUH,MED,2013-11-28,KK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
327519,2013-11-24,19:21:30,FCP,3565e31495ecfd46fa018339d20382b1,SA,RUH,JED,0.0,1.0,RUH,JED,2013-11-27,KK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
327538,2013-11-24,21:14:04,MPT,b695299cc14ddcd1e31f1c922b3e258c,US,IAD,MNL,1.0,2.0,IAD,MNL,2013-12-02,,,MNL,IAD,2014-01-22,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
327734,2013-11-24,03:17:15,FQD,25abb7ad4526d23ce71ee53ab80140f5,US,LHR,DEL,1.0,2.0,LHR,DEL,,,,DEL,LHR,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
327752,2013-11-24,05:07:47,FQD,a3ab256abb78596dad0f7a49091a9829,GB,LHR,JFK,1.0,2.0,LHR,JFK,2013-12-20,,,JFK,LHR,2013-12-20,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,e12c0dc235a9f2dea398d2c447addb9c,0,1.0
327782,2013-11-24,00:02:28,CTB,3565e31495ecfd46fa018339d20382b1,SA,JED,RUH,1.0,2.0,JED,RUH,2013-11-25,DG,,RUH,JED,2013-11-29,DG,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
327899,2013-11-24,09:32:05,FQD,a3ab256abb78596dad0f7a49091a9829,GB,LHR,JFK,1.0,2.0,LHR,JFK,2014-02-13,,,JFK,LHR,2014-02-13,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,f10d990c8d3ed487609ee010ce1673b7,0,1.0
327927,2013-11-24,06:32:29,MPT,3561a60621de06ab1badc8ca55699ef3,US,SEA,LAX,1.0,2.0,SEA,LAX,2013-12-12,,,LAX,SEA,2013-12-22,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
328037,2013-11-25,21:57:11,FQP,4f698598ca44b607f6cc79371de8b5a8,SA,RUH,DXB,1.0,2.0,RUH,DXB,2013-11-26,DG,T,DXB,RUH,2013-11-30,DG,L,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,3b0144b614883a261603bccded9ae736,0,1.0
328135,2013-11-25,01:58:41,MTP,077607c9141a46ebab4b807c9a2a6977,AE,DXB,KHI,1.0,2.0,DXB,KHI,2013-12-19,,,KHI,DXB,2014-01-02,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
328146,2013-11-25,14:00:19,FXB,4e9cac809b02fdb234291159c3782916,AU,PER,CBR,1.0,2.0,PER,CBR,2013-12-02,BP,J,CBR,PER,2013-12-03,BP,J,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,049274a1b5af5f0feb355f4b99211c67,0,1.0
328169,2013-11-25,02:15:59,MPT,80aa8dcb9192e6abd723fb68bf7a5674,IL,TLV,BUD,1.0,2.0,TLV,BUD,2013-11-29,OE,,BUD,TLV,2013-12-01,OE,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
328175,2013-11-25,03:27:25,FCP,3565e31495ecfd46fa018339d20382b1,SA,MED,RUH,0.0,1.0,MED,RUH,2013-11-25,KK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
328206,2013-11-25,19:44:20,MTC,236cbf458f79dbb9d5e9c9430438c3db,US,BCN,MIA,1.0,2.0,BCN,MIA,2013-12-29,,,MIA,BCN,2014-01-18,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
328236,2013-11-25,14:56:49,FXP,8fb8208d97c997dc03c4943606312980,DE,FRA,LHR,1.0,2.0,FRA,LHR,2013-11-28,VR,J,LHR,FRA,2013-11-29,VR,J,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,9899f68bd07121b1ffe4320102dbc814,0,1.0
328252,2013-11-25,16:59:19,MPT,54f6f48446ebb52e3d8a1936d8dbf8bc,UA,LED,KRR,0.0,1.0,LED,KRR,2014-04-30,GX,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
328261,2013-11-25,00:13:31,MPT,e175ff926640d0f543bb15f8b4a88ed0,US,TPA,YYZ,1.0,3.0,TPA,YYZ,2013-12-19,,,YYZ,LGW,2013-12-19,,,LGW,TPA,2014-01-04,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
328297,2013-11-25,11:12:32,MPT,c27f55d57402c5a5f9b1bd4b1b70e62e,AU,MEL,KUL,1.0,2.0,MEL,KUL,2014-01-17,FV,,KUL,MEL,2014-01-26,FV,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
328336,2013-11-25,23:30:48,MPT,f4a113197b66540b1b568e179624370a,US,JFK,DEL,1.0,2.0,JFK,DEL,2013-12-31,FK,,DEL,JFK,2014-02-10,FK,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
328338,2013-11-25,10:31:40,MPT,63d35a15724f95939e6d0dd0ca39be16,DE,SYD,MEL,1.0,2.0,SYD,MEL,2013-11-30,,,MEL,SYD,2013-12-02,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
328361,2013-11-25,08:05:27,MPT,d187d3989eb3791d35d7fd43e8dfbd42,AU,SYD,SCL,0.0,1.0,SYD,SCL,2013-12-19,D2,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
328367,2013-11-25,17:12:57,FXX,39964172ed1a0ec40ac97a44a68b8951,FR,ORY,NCE,0.0,2.0,ORY,NCE,2013-12-12,KP,J,NCE,CDG,2013-12-15,KP,J,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,894b8812ca5c55cb7a157f35f8a28e4d,0,1.0
328541,2013-11-25,17:03:06,FXP,977bec21c92ff48d55d472987ea89f13,MY,KUL,TPE,1.0,4.0,KUL,HKG,2013-11-26,MI,V,HKG,TPE,2013-11-26,MI,V,TPE,HKG,2014-02-18,MI,V,HKG,KUL,2014-02-18,MI,V,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
328552,2013-11-25,10:50:25,MPT,80aa8dcb9192e6abd723fb68bf7a5674,IL,TLV,BKK,1.0,2.0,TLV,BKK,2014-02-16,YD,,BKK,TLV,2014-02-26,YD,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
328624,2013-11-25,03:11:15,MPT,2e56b59f0e92016b3896e24942e8f2a3,IN,DEL,DXB,0.0,1.0,DEL,DXB,2014-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
328628,2013-11-25,03:05:48,MPT,8474d5e02f853b89df92e2055169caa8,AU,SYD,ADL,0.0,1.0,SYD,ADL,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
328682,2013-11-25,23:03:35,MPT,df748e04efacddaa33d11b7922ce27ce,US,ATL,MIA,1.0,2.0,ATL,MIA,2013-12-28,,,MIA,ATL,2014-01-04,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
328688,2013-11-25,18:01:10,MPT,7f756d89441bf77ca6cfc2c69e358aa8,ES,LAX,HKG,1.0,2.0,LAX,HKG,2014-07-17,DF,,HKG,LAX,2014-11-20,DF,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
328709,2013-11-25,17:50:07,FXP,c323dd65e72276f995ca5835bf3868d2,US,LAX,ATL,1.0,2.0,LAX,ATL,2013-12-24,NV,F,ATL,LAX,2014-01-01,NV,J,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,f333f190bcffc2c86749d5d2cacba3d6,0,1.0
328712,2013-11-25,03:24:51,MPT,f4a113197b66540b1b568e179624370a,US,MSP,HYD,1.0,2.0,MSP,HYD,2014-01-11,FK,,HYD,MSP,2014-02-01,FK,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
328747,2013-11-25,06:58:05,MPT,420f3e844817b642c924b71358a04746,GB,BOM,MAA,0.0,1.0,BOM,MAA,2013-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
328766,2013-11-25,20:24:50,FXX,ed231a4868dff0b38fd2013891ff9d9f,VE,CCS,MAD,0.0,2.0,CCS,MAD,2013-12-22,G4,J,MAD,ORY,2013-12-23,FI,J,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,cea484e4765a0ab25604ada7931022c6,0,1.0
328799,2013-11-25,10:36:28,MPT,7f756d89441bf77ca6cfc2c69e358aa8,ES,MAD,DXB,1.0,2.0,MAD,DXB,2013-12-05,DF,,DXB,MAD,2013-12-09,DF,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
328807,2013-11-25,16:06:54,FXB,29a77793996b0d513b73b335525b3cce,CO,BOG,MDE,0.0,1.0,BOG,MDE,2013-12-14,KG,C,,,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,bde6f9176e46e18b3d598e81afc8ef38,0,1.0
328824,2013-11-25,06:48:36,FXX,18871604f92071ee8cffef48567411b4,NG,LOS,IAH,0.0,4.0,LOS,LHR,2013-11-25,LK,F,LHR,IAH,2013-11-26,LK,F,IAH,LHR,2013-11-30,LK,F,LHR,ABV,2013-12-02,LK,F,,,,,,,,,,,1ASI,0,0,0,9e795662d96d51bd4279d0de8e5b2986,0,1.0
328831,2013-11-25,07:43:34,MPT,fdc457ce1097093eaf580a83c4ff0d4e,AU,SYD,MEL,0.0,1.0,SYD,MEL,2013-12-15,BP,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
328835,2013-11-25,04:13:08,MPT,0ee40bf75a74b61a42f0bc473d93e0a4,CA,MAD,FLL,0.0,1.0,MAD,FLL,2014-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
328866,2013-11-25,20:06:58,MTP,236cbf458f79dbb9d5e9c9430438c3db,US,LAX,TPE,0.0,1.0,LAX,TPE,2014-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
328899,2013-11-25,03:26:15,MPT,8b4fa4e121637f583bfa86ef0fa26c9e,US,JFK,ATL,1.0,2.0,JFK,ATL,2014-06-23,,,ATL,JFK,2014-06-27,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
328908,2013-11-25,08:11:10,FXX,4f701438350dec8789cc7fd73cd48fd8,TW,TPE,CDG,1.0,2.0,TPE,CDG,2013-11-29,LC,C,CDG,TPE,2013-12-09,LC,C,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,1f06845db3eac7af40ca5e7e43733cb6,0,1.0
328955,2013-11-25,11:41:04,CCP,3565e31495ecfd46fa018339d20382b1,SA,RUH,GIZ,0.0,1.0,RUH,GIZ,2013-11-28,KK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
328996,2013-11-25,15:53:48,CAL,1722290df1e162d326280c5d4a82657b,CO,BOG,MIA,1.0,2.0,BOG,MIA,2014-01-18,KG,,MIA,BOG,2014-02-18,KG,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329020,2013-11-26,20:16:58,FXX,788e52ddaa551032c69ba37cc316233f,FR,LHR,SYD,1.0,4.0,LHR,MEL,2014-01-17,BP,F,MEL,SYD,2014-01-19,BP,J,SYD,MEL,2014-02-07,BP,J,MEL,LHR,2014-02-07,BP,F,,,,,,,,,,,1ASI,0,0,0,d9132210c2e63ae99c8142992d71f964,0,1.0
329047,2013-11-26,18:56:30,MPT,0632d0675e69cac2473475b2261fc4b9,CA,YYZ,LAS,1.0,2.0,YYZ,LAS,2013-12-13,KD,,LAS,YYZ,2013-12-17,KD,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329050,2013-11-26,02:43:05,MPT,3561a60621de06ab1badc8ca55699ef3,US,BOS,CUN,1.0,2.0,BOS,CUN,2014-04-12,,,CUN,BOS,2014-04-19,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329074,2013-11-26,09:49:43,FXR,e4cde7323a6845907a1a35648c3d7363,DK,CPH,LHR,0.0,2.0,CPH,LHR,2013-12-26,LK,J,LHR,JFK,2013-12-26,LK,F,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,1523e50e78de2444e10ecc4accb9a9ae,0,1.0
329086,2013-11-26,11:13:07,MPT,cf4ae41b25a075c3a8fee145e1919199,NL,LHR,GLA,0.0,1.0,LHR,GLA,2013-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329130,2013-11-26,14:30:36,MPT,28d7a8c95e4db88589d3d35b66920e78,DE,FRA,BKK,1.0,2.0,FRA,BKK,2013-12-25,,,BKK,FRA,2014-01-01,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329272,2013-11-26,16:01:39,FXP,7fa90be582577257ca6271d9ecb55b7c,TH,BKK,SIN,1.0,2.0,BKK,SIN,2013-12-31,EQ,Q,SIN,BKK,2014-01-05,EQ,Q,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329286,2013-11-26,09:06:42,MPT,676ba5b6a22af8f99024015d94a6bb88,GB,LHR,DXB,1.0,2.0,LHR,DXB,2014-10-25,FV,,DXB,LHR,2014-10-28,FV,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329325,2013-11-26,13:29:52,MPT,9aa037e8d4135205e54688c113ed7e80,DE,FRA,SYD,1.0,3.0,FRA,SYD,2014-03-05,BP,,SYD,DPS,2014-03-20,BP,,DPS,FRA,2014-07-20,BP,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329332,2013-11-26,20:23:26,MPT,c27f55d57402c5a5f9b1bd4b1b70e62e,AU,MEL,PER,1.0,2.0,MEL,PER,2013-12-19,MK,,PER,MEL,2014-01-07,MK,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329334,2013-11-26,09:22:53,MPT,b30d440586a750fb131514bc48e513c4,AU,MEL,SYD,0.0,1.0,MEL,SYD,2014-01-22,BP,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329357,2013-11-26,14:35:56,MPT,0bda63f1f542daa78264df28c95fbb6d,NL,FRA,SCL,1.0,2.0,FRA,SCL,2013-12-29,,,SCL,FRA,2014-01-16,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329389,2013-11-26,11:36:14,MPT,d43a572785a3313087ad66eb1c6edfd4,IN,BOM,DEL,0.0,1.0,BOM,DEL,2013-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329419,2013-11-26,10:47:27,FFP,3eb4835a9eb81344768d6e27f1621510,BR,SDU,CGH,1.0,2.0,SDU,CGH,2013-11-27,,,CGH,SDU,2013-11-28,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329423,2013-11-26,08:14:28,FXX,309d21fbc635fe9479f6179285c51f79,DE,MPM,JNB,0.0,3.0,MPM,JNB,2013-12-17,LK,J,JNB,DXB,2013-12-17,OU,F,DXB,HAM,2013-12-18,OU,F,,,,,,,,,,,,,,,,1ASI,0,0,0,7058d7306993483673c8aac5016794a8,0,1.0
329427,2013-11-26,01:18:48,FXP,bca01624fcac2f6470de7ec5d57ba55a,AU,MEL,PER,1.0,2.0,MEL,PER,2013-12-06,BP,X,PER,MEL,2013-12-09,BP,X,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329447,2013-11-26,04:00:20,FXP,15861eeedd95ac043598f67c39f9036a,NP,KTM,DOH,0.0,2.0,KTM,DOH,2013-12-10,BC,B,DOH,DMM,2013-12-11,BC,B,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329486,2013-11-26,03:30:16,MPT,2f928552e4a4e5bf0a0e19cdd89b8aaa,DE,MUC,ATH,1.0,2.0,MUC,ATH,2014-01-27,VR,,ATH,MUC,2014-01-27,VR,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329495,2013-11-26,19:04:13,MTP,e08742a93e1d3d9e679723625a3484fc,DE,FRA,SFO,1.0,2.0,FRA,SFO,2014-06-10,,,LAX,FRA,2014-07-04,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329523,2013-11-26,09:21:38,CCP,3565e31495ecfd46fa018339d20382b1,SA,RUH,JED,0.0,1.0,RUH,JED,2013-11-29,KK,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329543,2013-11-26,16:27:52,FXR,b92b0b3653fa2d8d5372d73dadfde5a1,SA,RUH,MNL,1.0,4.0,RUH,HKG,2013-12-12,MI,J,HKG,MNL,2013-12-12,MI,F,MNL,HKG,2014-01-14,MI,F,HKG,RUH,2014-01-14,MI,J,,,,,,,,,,,1ASI,0,0,0,255bd29ec7d34f6ff696b82fdb9f25f6,0,1.0
329578,2013-11-26,13:53:22,MPT,e81b45a644e77d9d1bc94a7d6937e0ae,BE,BRU,BKK,1.0,2.0,BRU,BKK,2014-01-15,DF,,BKK,BRU,2014-01-30,DF,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329612,2013-11-26,22:07:46,MPT,a0c28bda74621ffc8988781efe1eab57,RU,LED,DME,1.0,2.0,LED,DME,2013-11-27,F4,,DME,LED,2013-11-30,F4,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329647,2013-11-26,12:47:58,FXP,3565e31495ecfd46fa018339d20382b1,SA,RUH,JED,0.0,1.0,RUH,JED,2013-12-06,DG,J,,,,,,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,00194a444cdb09a3f55f6b7988264cd8,0,1.0
329657,2013-11-26,02:28:51,MPT,9aa037e8d4135205e54688c113ed7e80,DE,MUC,BKK,1.0,2.0,MUC,BKK,2014-02-28,JJ,,BKK,MUC,2014-03-12,JJ,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329760,2013-11-26,08:02:21,MPT,788e52ddaa551032c69ba37cc316233f,FR,BRU,MAD,1.0,2.0,BRU,MAD,2014-04-04,,,MAD,BRU,2014-04-08,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329763,2013-11-26,18:58:28,FXP,7fa90be582577257ca6271d9ecb55b7c,TH,BKK,SIN,1.0,2.0,BKK,SIN,2014-03-17,EQ,V,SIN,BKK,2014-03-24,EQ,V,,,,,,,,,,,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329781,2013-11-26,17:49:26,MTP,f4ca29e76edab4b12fe0fc3935fbbbdf,NL,AMS,DXB,1.0,2.0,AMS,DXB,2013-12-27,,,DXB,AMS,2014-01-07,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329791,2013-11-26,03:48:52,MTP,0b2a8eeb7ebf912787a79d28a54e2f93,SA,RUH,MNL,1.0,2.0,RUH,MNL,2013-12-26,,,MNL,RUH,2014-01-05,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329805,2013-11-26,09:31:39,FXP,8d2a1e767a6c0231e998716660848886,CA,YYZ,DEL,1.0,4.0,YYZ,FRA,2013-12-17,KM,J,FRA,DEL,2013-12-18,KM,J,DEL,LHR,2013-12-24,KM,J,LHR,YYZ,2013-12-25,KM,J,,,,,,,,,,,1ASI,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329814,2013-11-26,10:11:07,FXP,7a4a9d9329592c96698d4a90d3ab37bc,DE,FRA,BKK,1.0,4.0,FRA,DOH,2014-02-15,BC,J,DOH,BKK,2014-02-16,BC,J,BKK,DOH,2014-03-08,BC,J,DOH,FRA,2014-03-09,BC,J,,,,,,,,,,,1ASI,0,0,0,61d766015b6e9222f0accfe55f74fd70,0,1.0
329838,2013-11-26,10:41:30,MTP,71e66009ad95acf45f9d4a8cdd7f3442,IN,DEL,LHR,1.0,2.0,DEL,LHR,2014-06-02,,,LHR,DEL,2014-06-16,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329868,2013-11-26,03:34:36,MPT,2953459f24e26d3276de075148c92dfa,US,PDX,MEX,1.0,2.0,PDX,MEX,2013-11-26,FK,,MEX,PDX,2013-12-02,FK,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
329873,2013-11-26,12:32:09,FCP,9c9df18bf718941b318a142a3bb5ed7b,AU,PER,MEL,0.0,1.0,PER,MEL,2014-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ASIWS,0,0,0,d41d8cd98f00b204e9800998ecf8427e,0,1.0
